Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
0QSt5KmJzRqU1gFJJfQJ0Q,"15UsOTVnJzReFVN1VCnxy4","Introduction","SKINS","XXXTENTACION",2018-12-07,31200,47,spotify:user:emberg547,2019-01-26T03:46:07Z,"emo rap,miami hip hop",0.475,0.00543,7,-20.584,1,0.0996,0.841,0.0000963,0.113,0.568,135.578,5
7uqcLJFlSYjVPLUz1vPxkY,"15UsOTVnJzReFVN1VCnxy4","Guardian angel","SKINS","XXXTENTACION",2018-12-07,108034,67,spotify:user:emberg547,2019-01-26T03:46:07Z,"emo rap,miami hip hop",0.712,0.374,0,-10.215,0,0.511,0.795,0,0.187,0.779,133.952,4
5lar0mCUejpILVkAz50s2J,"15UsOTVnJzReFVN1VCnxy4","Train food","SKINS","XXXTENTACION",2018-12-07,164082,59,spotify:user:emberg547,2019-01-26T03:46:07Z,"emo rap,miami hip hop",0.492,0.712,9,-7.278,0,0.691,0.564,0.000091,0.357,0.23,137.453,3
7pdF27mSDuPWhppnHAmWHa,"15UsOTVnJzReFVN1VCnxy4","whoa (mind in awe)","SKINS","XXXTENTACION",2018-12-07,157776,74,spotify:user:emberg547,2019-01-26T03:46:07Z,"emo rap,miami hip hop",0.735,0.525,6,-2.939,0,0.0441,0.653,0.918,0.101,0.369,160.147,4
22An65gG31JLf9n18qjdhZ,"15UsOTVnJzReFVN1VCnxy4","BAD!","SKINS","XXXTENTACION",2018-12-07,94245,74,spotify:user:emberg547,2019-01-26T03:46:07Z,"emo rap,miami hip hop",0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,4
4KpKyRFwN0gcwj58Uqjv7q,"15UsOTVnJzReFVN1VCnxy4","STARING AT THE SKY","SKINS","XXXTENTACION",2018-12-07,85123,60,spotify:user:emberg547,2019-01-26T03:46:07Z,"emo rap,miami hip hop",0.557,0.338,5,-9.892,1,0.0257,0.134,0.00184,0.14,0.689,140.935,4
0T6RSXxFhW8dRTWHI604ld,"15UsOTVnJzReFVN1VCnxy4,5K4W6rqBFWDnAN6FQUkS6x,4exLIFE8sISLr28sqG1qNX","One Minute (feat. Kanye West & Travis Barker)","SKINS","XXXTENTACION,Kanye West,Travis Barker",2018-12-07,197758,60,spotify:user:emberg547,2019-01-26T03:46:07Z,"emo rap,miami hip hop,chicago rap,rap,rap rock",0.568,0.636,11,-4.265,1,0.204,0.00671,0,0.105,0.879,113.497,5
5itzep0nGnq7hxCfFNsTIR,"15UsOTVnJzReFVN1VCnxy4","difference (interlude)","SKINS","XXXTENTACION",2018-12-07,76973,65,spotify:user:emberg547,2019-01-26T03:46:07Z,"emo rap,miami hip hop",0.593,0.0668,11,-15.268,0,0.0722,0.949,0.0000131,0.194,0.19,102.456,4
4axYWgXASdsCBHuwInAubT,"15UsOTVnJzReFVN1VCnxy4","I don’t let go","SKINS","XXXTENTACION",2018-12-07,121630,65,spotify:user:emberg547,2019-01-26T03:46:07Z,"emo rap,miami hip hop",0.797,0.293,5,-7.479,1,0.08,0.591,0.0724,0.148,0.478,80.035,4
57nOpVSc3j9o03Cr928ZM4,"15UsOTVnJzReFVN1VCnxy4","what are you so afraid of","SKINS","XXXTENTACION",2018-12-07,150769,68,spotify:user:emberg547,2019-01-26T03:46:07Z,"emo rap,miami hip hop",0.639,0.312,0,-9.902,1,0.0301,0.774,0.469,0.0857,0.347,103.369,4
5aXgz1oKK8Q9z9xvTmSnrO,"6Xgp2XMz1fhVYe7i6yNAax","Topanga","A Love Letter To You 3","Trippie Redd",2018-11-09,215364,73,spotify:user:emberg547,2019-01-26T03:46:23Z,"melodic rap,rap,trap",0.755,0.615,4,-8.245,1,0.0454,0.00587,0.00000175,0.109,0.039,105.955,4
2lvOt6VAufWlstrqutilVb,"6Xgp2XMz1fhVYe7i6yNAax,7JngWflkjFnNJSz07XLV2w","Fire Starter","A Love Letter To You 3","Trippie Redd,Emani 22",2018-11-09,157500,54,spotify:user:emberg547,2019-01-26T03:46:23Z,"melodic rap,rap,trap",0.51,0.707,3,-4.913,0,0.0675,0.0023,0,0.436,0.318,147.853,4
1SxagO9GK0UUeEYLmH8Pln,"6Xgp2XMz1fhVYe7i6yNAax","Toxic Waste","A Love Letter To You 3","Trippie Redd",2018-11-09,173129,59,spotify:user:emberg547,2019-01-26T03:46:23Z,"melodic rap,rap,trap",0.728,0.517,8,-11.404,1,0.0629,0.0555,0.00000195,0.107,0.379,111.974,4
0ZPCxNK4DIrF8KqrN3DxfA,"6Xgp2XMz1fhVYe7i6yNAax,1CUeN4GnHAGUk9nAXPorF4","Negative Energy","A Love Letter To You 3","Trippie Redd,Kodie Shane",2018-11-09,178285,58,spotify:user:emberg547,2019-01-26T03:46:23Z,"melodic rap,rap,trap,atl hip hop,trap queen",0.659,0.672,9,-7.442,1,0.264,0.413,0,0.125,0.452,139.868,4
2dKtWPLZvbCzwLRliNn8UI,"6Xgp2XMz1fhVYe7i6yNAax","Can't Love","A Love Letter To You 3","Trippie Redd",2018-11-09,169411,63,spotify:user:emberg547,2019-01-26T03:46:23Z,"melodic rap,rap,trap",0.842,0.567,4,-6.504,0,0.0525,0.00244,0.0000189,0.168,0.256,135.991,4
0AcicReEGm1qcENjqzh1Tg,"6Xgp2XMz1fhVYe7i6yNAax","Love Scars 3","A Love Letter To You 3","Trippie Redd",2018-11-09,129429,69,spotify:user:emberg547,2019-01-26T03:46:23Z,"melodic rap,rap,trap",0.544,0.524,8,-7.914,1,0.0621,0.136,0,0.106,0.117,81.982,4
2ppse4DOEFlzaW7Xu3U76r,"6Xgp2XMz1fhVYe7i6yNAax,0ECSmon1BUiFnB33X24eLI","A.L.L.T.Y. 3","A Love Letter To You 3","Trippie Redd,Baby Goth",2018-11-09,180800,52,spotify:user:emberg547,2019-01-26T03:46:23Z,"melodic rap,rap,trap",0.561,0.785,8,-5.376,0,0.452,0.111,0,0.121,0.458,150.159,4
4aVQevcrgVDwqtRujqZrui,"6Xgp2XMz1fhVYe7i6yNAax,7JngWflkjFnNJSz07XLV2w","Emani Interlude","A Love Letter To You 3","Trippie Redd,Emani 22",2018-11-09,96000,48,spotify:user:emberg547,2019-01-26T03:46:23Z,"melodic rap,rap,trap",0.468,0.522,8,-7.117,0,0.049,0.00591,0.0049,0.154,0.254,129.805,4
5Tp5zlCgbwXLMa3pgYsNMl,"6Xgp2XMz1fhVYe7i6yNAax,7wlFDEWiM5OoIAt8RSli8b,5zLbjnuArhVlVklkT5GoQD","Elevate & Motivate","A Love Letter To You 3","Trippie Redd,YoungBoy Never Broke Again,Nel-Denarro",2018-11-09,221781,55,spotify:user:emberg547,2019-01-26T03:46:23Z,"melodic rap,rap,trap,baton rouge rap",0.657,0.76,1,-3.446,1,0.0505,0.172,0,0.149,0.425,156.082,4
